Class,Subclass,SubclassCategory,Commands,Response,Label
Bike,Cloud,Traffic/Maps,Are there any upcoming road closures along my route?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Can you show me historical traffic data for [road name] for the past week?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What is the next arrival time for the [public transport type] to [destination] from the nearest stop? (real-time),Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Is there a fast-charging option available nearby?,"Yes, there's a fast-charging option available at [location].",1
Bike,Cloud,Traffic/Maps,What is the most accessible public transport route to [destination] for people with disabilities?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Find pet-friendly rest stops along my route,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Can you help me find a bike rental agency near my destination?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What is the elevation profile of this hiking trail?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,"What are the parking regulations at my destination (e.g., permit required, metered parking)?",Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Can the map integrate with ride-sharing apps to book a ride directly?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Can the map connect with a fitness tracker to show progress on a running/cycling route?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Is traffic bad right now?(unclear location),Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,My bike breaks down on the highway. Can you help me find the nearest tow bike service station?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Display real-time parking availability at specific locations?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,go to near by temple,,1
Bike,Cloud,Traffic/Maps,"suggest me or go through alternative routes based on user preferences (scenic, fuel-efficient, etc.)?",Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,show me different map views of [satellite/traffic] and zoom functionalities?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,"Can you take me to a place called 'Bob's Burgers'?"" (ambiguous - restaurant or TV show reference?)",Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Find the nearest [gas station/ATM/restaurant/grocery store/hospital] near me?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What's the nearest public restroom with baby changing facilities?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What is the nearest public transportation stop with a bike rack?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,"Show me the fastest route on a bike path that doesn't exist."" (unsuitable route type)",Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,"What's the best route to the beach?"" (multiple beaches possible)",Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Save my favorite locations and routes for future reference?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Navigate to [address].,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Find [address] near me.,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Directions to [address].,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Show [location name] on map.,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Search for points of interest near [location name].,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Walking directions from [start] to [end].,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Navigate to Address,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Show me best location in hyderabad,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Is there traffic on my route ?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What's the fastest way to get to [destination] ?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Show traffic camera feed for [intersection name] .,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Find alternate route to [destination].,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Alert me of any disruptions to my route.,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Show name on map,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Search for points of interest near location,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Walking directions from place,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Plan a trip with multiple stops,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Show a satellite view of location,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Find restaurants with outdoor seating near me,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Recommend a scenic route to location,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Search for parking near me,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Find the nearest train station,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Suggest routes suitable for wheelchairs or strollers?,Your request is been processed please wait,1
Bike,Update,Check,"Are firmware updates automatic, or do I need to initiate them manually?",Checking for your request,1
Bike,Update,Check,"Are firmware updates free, or are there associated costs?",Checking for your request,1
Bike,Update,Check,Are firmware updates performed wirelessly or through a wired connection?,Checking for your request,1
Bike,Update,Check,Are firmware updates region-specific or universally applicable?,Checking for your request,1
Bike,Update,Check,Are firmware updates reversible?,Checking for your request,1
Bike,Update,Check,Are there any indicators or warnings that prompt me to update the firmware?,Checking for your request,1
Bike,Update,Check,Are there any known issues or risks associated with the latest update?,Checking for your request,1
Bike,Update,Check,Are there any known issues with the latest firmware update?,Checking for your request,1
Bike,Update,Check,Are there any precautions or requirements for installing updates?,Checking for your request,1
Bike,Update,Check,Are there any recent updates available for my vehicle?,Checking for your request,1
Bike,Update,Check,Are there specific requirements for the vehicle's battery during updates?,Checking for your request,1
Bike,Update,Check,Are there support channels available if I encounter issues during an update?,Checking for your request,1
Bike,Update,Check,Are there updates for the vehicle's navigation system?,Checking for your request,1
Bike,Update,Check,"Are updates automatic, or do I need to initiate them manually?",Checking for your request,1
Bike,Update,Check,Are updates dependent on the vehicle's connectivity to a network?,Checking for your request,1
Bike,Update,Check,Are updates specific to certain components of the vehicle?,Checking for your request,1
Bike,Update,Check,Can firmware updates be paused or canceled during installation?,Checking for your request,1
Bike,Update,Check,Can I choose to skip an update if I'm satisfied with the current version?,Checking for your request,1
Bike,Update,Check,Can I customize the update settings based on my preferences?,Checking for your request,1
Bike,Update,Check,Can I initiate updates through a mobile app or online portal?,Checking for your request,1
Bike,Update,Check,"Can I install firmware updates myself, or do I need professional assistance?",Checking for your request,1
Bike,Update,Check,Can I opt-out of automatic firmware updates?,Checking for your request,1
Bike,Update,Check,Can I receive alerts about critical updates that require immediate attention?,Checking for your request,1
Bike,Update,Check,Can I request notifications for specific types of updates?,Checking for your request,1
Bike,Update,Check,Can I review release notes before deciding to install an update?,Checking for your request,1
